organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato,oppstartsdato,nedleggelsesdato
933413616,JOVCHE CVETKOSKI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-06,,,,,,833291882,,,,,,,False,,,,,,2026-04-11,2024-04-01,
933415147,NORSK GLOBALT AUTOSERVICE FIROZI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-07,,,,,,933292258,,,,,,,False,,,,,,2026-04-11,2024-04-10,
933415406,EKORNRUD TJENESTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-07,,,,,,933178730,,,,,,,False,,,,,,2026-04-11,2024-04-24,
933417069,BIVAINIS AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-07,,,,,,933292924,,,,,,,False,,,,,,2026-04-11,2024-04-08,
933419401,BJØRNESTAD BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-07,,,932 03 660,sven.bjornestad@hotmail.com,,933273709,,,,,,,False,,,,,,2026-04-11,2024-03-18,
933429660,M-AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-08,,,,,,933309797,,,,,,,False,,,,,,2026-04-11,2024-04-08,
933433692,ATV POWERSPORT ÅLESUND AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-13,,,,,,933410420,,,,,,,False,,,,,,2026-04-11,2024-04-23,
933450945,ØRN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-15,,,,gjerdrum9@gmail.com,,933327019,,,,,,,False,,,,,,2026-04-11,2024-04-15,
933459713,PETTERSEN ART & AUTOMOBILI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2008,FJERDINGBY,,,2024-05-18,,,,,,933340325,,,,,,,False,,,,,,2026-04-11,2024-04-08,
933462528,JAHIC BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-18,,,,,,933349721,,,,,,,False,,,,,,2026-04-11,2024-04-10,
933468534,REKO TWO LTD NUF,47.810,Detaljhandel med motorvogner,,,,,AAFY,,,,,,7350,BUVIKA,,,2024-05-18,,99 29 52 50,,,,933388654,,,,,,,False,,,,,,2026-04-11,2024-05-18,
933470350,DAYTONA BILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-21,,,,,,833435582,,,,,,,False,,,,,,2026-04-11,2024-05-02,
933475719,M & M,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-21,,,477 46 256,,,833458272,,,,,,,False,,,,,,2026-04-11,2024-05-07,
933478807,VAEX TRUCK TRADING NUF,46.710,Engroshandel med motorvogner,,,,,AAFY,,,,,,,,,,2024-05-21,,,,,,933401715,,,,,,,False,,,,,,2026-04-11,2024-05-21,
933483657,NIKOLAISEN AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-22,,,,,,933362515,,,,,,,False,,,,,,2026-04-11,2024-04-11,
933490726,HMI A.S AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-23,,,,,,833350722,,,,,,,False,,,,,,2026-04-11,2024-03-18,
933491560,KOPEC BILHANDEL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,PL- 87 800 WLOCLAWEK,,,2024-05-23,,,,,,933287785,,,,,,,False,,,,,,2026-04-11,2024-01-29,
933493113,RICHARD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-23,,,,,,933374300,,,,,,,False,,,,,,2026-04-11,2024-04-11,
933498263,TVERLI MASKIN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-24,,,,trude@tverli-sveis.no,,927421917,,,,,,,False,,,,,,2026-04-11,2024-05-23,
933498360,EIDSVOLL BIL & UTLEIE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-25,,,,,,933382125,,,,,,,False,,,,,,2026-04-11,2024-04-29,
933498719,ÅSENSENTERET AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4095,STAVANGER,,,2024-05-24,,,,,,917634785,,,,,,,False,,,,,,2026-04-11,2024-05-23,
933503658,PETTCO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-28,,,,,,996688860,,,,,,,False,,,,,,2026-04-11,2024-04-19,
933514811,AUTOWAX AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-28,,,,,,933473457,,,,,,,False,,,,,,2026-04-11,2024-05-13,
933522032,FOSSER INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-29,,,,,,933516865,,,,,,,False,,,,,,2026-04-11,2024-05-16,
933525287,EXOTIC IMPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-30,,,,,,933479722,,,,,,,False,,,,,,2026-04-11,2024-04-18,
933525783,TCK SERVICE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-30,,,,,,833499092,,,,,,,False,,,,,,2026-04-11,2024-05-01,
933534413,BUSKERUD BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-01,,,,,,933511359,,,,,,,False,,,,,,2026-04-11,2024-05-01,
933534952,WHEELIN & DEALIN BY STARKE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-01,,,,,,933409074,,,,,,,False,,,,,,2026-04-11,2024-05-03,
933541037,HEDIN NORDIC TRUCK RETAIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,20,,2024-06-03,,,,,,932170272,,,,,,,False,,,,,,2026-04-11,2024-02-07,
933550443,NORSK MOTORSPORT IMPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-04,,,400 40 010,llars@cedrico.no,,933421368,,,,,,,False,,,,,,2026-04-11,2024-04-23,
933554341,SWITCH BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-05,,,,,,933537439,,,,,,,False,,,,,,2026-04-11,2024-04-25,
933557294,SKANDINAVIJALASTBILAR NUF,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-05,,,,,,933521761,,,,,,,False,,,,,,2026-04-11,2024-03-17,
933562514,ASKIM AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-06,,,,,,933436675,,,,,,,False,,,,,,2026-04-11,2024-04-13,
933576442,FOKUS BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-08,,,,,,933541142,,,,,,,False,,,,,,2026-04-11,2024-04-18,
933587681,CK AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3035,DRAMMEN,,,2024-06-10,,,939 98 545,ck.autoas@hotmail.com,,933873773,,,,,,,False,,,,,,2026-04-11,2024-06-01,
933612368,BILIA X AS AVD SALG DRAMMEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0212,OSLO,10,,2024-06-13,,,,,,932058936,,,,,,,False,,,,,,2026-04-11,2024-04-01,
933612376,BILIA X AS AVD SALG HAMAR,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0212,OSLO,5,,2024-06-13,,,,,,932058936,,,,,,,False,,,,,,2026-04-11,2024-06-01,
933612384,BILIA X AS AVD SALG BJERKE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0212,OSLO,7,,2024-06-13,,,,,,932058936,,,,,,,False,,,,,,2026-04-11,2024-01-01,
933615235,AS INSIGNIA AVD BILSALG KRISTIANSAND,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0212,OSLO,6,,2024-06-15,,,,,,979474075,,,,,,,False,,,,,,2026-04-11,2024-06-01,
933633411,EGGUM AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-19,,,,,,933617564,,,,,,,False,,,,,,2026-04-11,2024-06-01,
933655156,MP AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-21,,,,,,926447807,,,,,,,False,,,,,,2026-04-11,2024-01-01,
933655962,GENERAL AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-21,,,,,,927691337,,,,,,,False,,,,,,2026-04-11,2024-01-01,
933660818,JUZVA SKANDIBIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-20,,,,,,933497968,,,,,,,False,,,,,,2026-04-11,2024-05-16,
933662527,LY AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-22,,,,,,833622412,,,,,,,False,,,,,,2026-04-11,2024-06-17,
933676552,AUTO BEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3055,KROKSTADELVA,,,2024-06-24,,,,,,933628671,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933682226,AK AUTOSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-24,,,,,,933648680,,,,,,,False,,,,,,2026-04-11,2024-05-11,
933684687,MK BILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1640,RÅDE,,,2024-06-25,,,,,,933660060,,,,,,,False,,,,,,2026-04-11,2024-06-06,
933690164,DOVHAMMAR BIL AB NUF,47.810,Detaljhandel med motorvogner,,,,,AAFY,,,,,,,,,,2024-06-25,,,,,,933501574,,,,,,,False,,,,,,2026-04-11,2024-06-25,
933691497,PORSGRUNN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-26,,,,,,933673103,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933696545,TINIUS BILSENTER BJØRKELANGEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-27,,,,,,933521524,,,,,,,False,,,,,,2026-04-11,2024-05-20,
933710750,CARFECTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4025,STAVANGER,,,2024-06-29,,,,,,933539547,,,,,,,False,,,,,,2026-04-11,2024-06-01,
933714209,AUTO IVANOVSKI AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-01,,,,,,933585948,,,,,,,False,,,,,,2026-04-11,2024-07-30,
933718913,SADON INVEST LIMITED NUF,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-01,,,,,,833621912,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933727122,RØYSSET BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-03,,,,,,933555623,,,,,,,False,,,,,,2026-04-11,2024-05-23,
933728617,MARIA IBRAHIM,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2016,FROGNER,,,2024-07-03,,,,,,933557146,,,,,,,False,,,,,,2026-04-11,2024-05-20,
933730190,ELGORDO HOLDING AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,1650,SELLEBAKK,,,2024-07-03,,,,,,933727939,,,,,,,False,,,,,,2026-04-11,2024-06-19,
933733688,AUESTAD INVEST,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-03,,,,,,933568792,,,,,,,False,,,,,,2026-04-11,2024-05-27,
933737802,AUTO NORDIC OMAR,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-04,,,477 05 760,msautosalg@gmail.com,,933575489,,,,,,,False,,,,,,2026-04-11,2024-06-07,
933742490,CHAMRAN INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-04,,,,,,933740692,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933758869,AUTOCONSULT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-08,,,,,,933724700,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933770133,PREMIUM CARS STOR-OSLO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0507,OSLO,18,,2024-07-10,,,,,,933749312,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933784274,BERNT NORDAL HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-11,,,,,,933782271,,,,,,,False,,,,,,2026-04-11,2024-04-19,
933785831,KOLSTRØM BILOMSETNING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-12,,,,,,833692712,,,,,,,False,,,,,,2026-04-11,2024-06-14,
933785963,RABB AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-13,,,,,,932402149,,,,,,,False,,,,,,2026-04-11,2024-06-01,
933789160,BILFORHANDLER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4637,KRISTIANSAND S,,,2024-07-15,,,,,,933761746,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933790371,BLAKER AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-15,,,,,,933748375,,,,,,,False,,,,,,2026-04-11,2024-06-26,
933793257,KVASSMAN TRADING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-16,,,,,,933776204,,,,,,,False,,,,,,2026-04-11,2024-06-27,
933800733,HEDIN PERFORMANCE CARS FREDRIKSTAD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,13,,2024-07-17,,,,,,989930877,,,,,,,False,,,,,,2026-04-11,2024-08-01,
933806057,EKSBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-18,,,,,,933627152,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933828522,AUTOSONE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3055,KROKSTADELVA,,,2024-07-24,,,,,,933801330,,,,,,,False,,,,,,2026-04-11,2024-06-10,
933829111,DAM AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-24,,,952 00 190,lena-gashi@live.com,,933749584,,,,,,,False,,,,,,2026-04-11,2024-04-22,
933834689,OLIVER AUNLI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-25,,,,,,933637506,,,,,,,False,,,,,,2026-04-11,2024-06-05,
933841251,LEO BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-29,,,,,,933823482,,,,,,,False,,,,,,2026-04-11,2024-07-08,
933844293,AUTOTRIM AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-29,,,,,,833831992,,,,,,,False,,,,,,2026-04-11,2024-07-16,
933845818,GOBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-30,,,,,,933842665,,,,,,,False,,,,,,2026-04-11,2024-06-23,
933847101,SIRIYA BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-30,,,,,,933705757,,,,,,,False,,,,,,2026-04-11,2024-06-18,
933848221,JASEMIN SUSHI AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-30,,,,,,933640981,,,,,,,False,,,,,,2026-04-11,2024-06-06,
933848337,LØVBREKKE SALG & SERVICE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-30,,,,,,933641341,,,,,,,False,,,,,,2026-04-11,2024-06-10,
933851338,TRYGG BILHANDEL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-31,,,,,,933645886,,,,,,,False,,,,,,2026-04-11,2024-06-03,
933852644,NTVEDT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-31,,,,,,933646602,,,,,,,False,,,,,,2026-04-11,2024-05-26,
933863468,HJV HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-01,,,,,,933861791,,,,,,,False,,,,,,2026-04-11,2024-08-01,
933863778,SKOGLI UTLEIE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-01,,,928 40 000,edvartskogli@gmail.com,,833673602,,,,,,,False,,,,,,2026-04-11,2024-07-01,
933865045,NORSKBRUKTBIL OTHMAN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-02,,,,,,933670163,,,,,,,False,,,,,,2026-04-11,2024-06-12,
933865371,MUNTEAN AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-02,,,,,,933560678,,,,,,,False,,,,,,2026-04-11,2024-05-27,
933866041,FIRST AUTO MOPEDBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-03,,,,,,933841073,,,,,,,False,,,,,,2026-04-11,2024-08-01,
933868109,FLEX AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-03,,,,,,933682110,,,,,,,False,,,,,,2026-04-11,2024-05-30,
933868176,GBD CLASSIC CARS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-03,,,,,,933682536,,,,,,,False,,,,,,2026-04-11,2024-06-13,
933868249,SELLE BILOMSETNING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-02,,,,,,933756149,,,,,,,False,,,,,,2026-04-11,2024-07-05,
933875202,NS MOTORGROUP AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-05,,,,,,933849988,,,,,,,False,,,,,,2026-04-11,2024-07-21,
933876705,BOYER INVEST,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-05,,,,,,933858421,,,,,,,False,,,,,,2026-04-11,2024-08-01,
933880125,ARENDAL BILMEGLER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-06,,,,,,933867366,,,,,,,False,,,,,,2026-04-11,2024-07-25,
933880265,NOR BILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-06,,,930 70 171,mahboobhesp@gmail.com,,933868796,,,,,,,False,,,,,,2026-04-11,2024-08-02,
933888029,MILAD AHANINJEGAR JEGAR TRANSPORT,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-07,,,,,,933706702,,,,,,,False,,,,,,2026-04-11,2024-06-17,
933889149,ADAM AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-09,,,,,,828044052,,,,,,,False,,,,,,2026-04-11,2024-03-01,
933889254,NALI AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-09,,,,,,898683672,,,,,,,False,,,,,,2026-04-11,2024-03-01,
933894126,KVALIMPORT Dag Vinorum,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-09,,,,,,990153418,,,,,,,False,,,,,,2026-04-11,2024-03-01,
933897915,GARDERMOEN BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-08,,,,,,933856194,,,,,,,False,,,,,,2026-04-11,2024-08-01,
933902498,AGROPARTNER PRO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-08,,,,,,933684504,,,,,,,False,,,,,,2026-04-11,2024-05-24,
933903079,JA AUSTAD INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-08,,,,,,933878570,,,,,,,False,,,,,,2026-04-11,2024-07-02,
933909409,METTES BILCONSULT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-12,,,,,,933790762,,,,,,,False,,,,,,2026-04-11,2024-06-07,
933911713,FAA AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4355,KVERNALAND,,,2024-08-12,,,,,,933880869,,,,,,,False,,,,,,2026-04-11,2024-08-06,
933920038,BILN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-14,,,,,,933902080,,,,,,,False,,,,,,2026-04-11,2024-07-31,
933920453,TRONDHEIM AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-14,,,979 02 996,olstadjonas95@gmail.com,,933904385,,,,,,,False,,,,,,2026-04-11,2024-08-12,
933922774,AUTO AURA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-15,,,,,,933725790,,,,,,,False,,,,,,2026-04-11,2024-06-14,
933927105,SULLAND BIL AS AVD ASKIM,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,11,,2024-08-15,,,,,,928102378,,,,,,,False,,,,,,2026-04-11,2024-09-01,
933936864,FLATÅSEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-19,,,,,,933924459,,,,,,,False,,,,,,2026-04-11,2024-09-01,
933941086,SCANDINANO AUTOTRADE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-20,,,,,,933736024,,,,,,,False,,,,,,2026-04-11,2024-06-20,
933949524,FUENTES AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-20,,,,,,933767175,,,,,,,False,,,,,,2026-04-11,2024-07-02,
933950603,BAUER ANDRE B&B DESIGN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-21,,,463 91 768,andre.spessart@gmail.com,,933768309,,,,,,,False,,,,,,2026-04-11,2024-07-04,
933954072,RSR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-21,,,,,,933776166,,,,,,,False,,,,,,2026-04-11,2024-06-18,
933954080,BILEX AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-21,,,,,,933776247,,,,,,,False,,,,,,2026-04-11,2024-06-27,
933954293,MOTORHEAD AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-21,,,,,,933776670,,,,,,,False,,,,,,2026-04-11,2024-06-26,
933957098,J.A PETTERSEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-22,,,,,,933840298,,,,,,,False,,,,,,2026-04-11,2024-08-01,
933960307,KVERNELAND BIL VEST AS AVD BILSALG BILHUSET ØST,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,20,,2024-08-22,,,,,,975941264,,,,,,,False,,,,,,2026-04-11,2024-10-01,
933960315,KVERNELAND BIL VEST AS AVD BILSALG KVINESDAL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-22,,,,,,975941264,,,,,,,False,,,,,,2026-04-11,2024-10-01,
933960390,KVERNELAND BIL VEST AS AVD BILSALG BRYNE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2024-08-22,,,,,,975941264,,,,,,,False,,,,,,2026-04-11,2024-10-01,
933960471,KVERNELAND BIL VEST AS AVD BILSALG BILHUSET VEST,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2024-08-22,,,,,,975941264,,,,,,,False,,,,,,2026-04-11,2024-10-01,
933961044,PIT STOP GARAGE LUKIANCHUK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-22,,,,,,933794806,,,,,,,False,,,,,,2026-04-11,2024-07-11,
933962849,AREN INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-22,,,,,,933579751,,,,,,,False,,,,,,2026-04-11,2024-06-12,
933963268,AUTOREVITA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-22,,,,,,933798089,,,,,,,False,,,,,,2026-04-11,2024-06-06,
933991288,BIGSETH SALG & UTLEIE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-29,,,928 21 012,prebenb_1997@hotmail.com,,933822362,,,,,,,False,,,,,,2026-04-11,2024-07-08,
933997499,LISLEBY BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-29,,,,,,933740218,,,,,,,False,,,,,,2026-04-11,2024-06-08,
934003810,MO AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1473,LØRENSKOG,,,2024-09-02,,,,,,933973670,,,,,,,False,,,,,,2026-04-11,2024-08-19,
934009118,BIL AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-02,,,,,,933838897,,,,,,,False,,,,,,2026-04-11,2024-08-01,
934013298,EIKHAUGEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3074,SANDE I VESTFOLD,,,2024-09-03,,,,,,933906213,,,,,,,False,,,,,,2026-04-11,2024-08-01,
934013603,CLEAN FUEL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-03,,,,,,934001311,,,,,,,False,,,,,,2026-04-11,2024-08-06,
934014979,ABF HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3140,NØTTERØY,,,2024-09-03,www.askjembobil.no,40 02 20 80,,odd@askjembobil.no,,933843866,,,,,,,False,,,,,,2026-04-11,2024-07-31,
934015649,ASKJEM BOBILFORMIDLING TRØNDELAG AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,3140,NØTTERØY,,,2024-09-03,www.askjembobil.no,,40 02 20 80,odd@askjembobil.no,,933845591,,,,,,,False,,,,,,2026-04-11,2024-07-31,
934015754,MOTOR BUREAU AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-03,,,,,,933846334,,,,,,,False,,,,,,2026-04-11,2024-08-01,
934020251,KHOMENKO BIL OG BYGG,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0875,OSLO,,,2024-09-03,,,,,,933858782,,,,,,,False,,,,,,2026-04-11,2024-08-01,
934022025,DETAIL BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-03,,,,,,933862542,,,,,,,False,,,,,,2026-04-11,2024-07-14,
934028287,SM AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-04,,,,,,834024152,,,,,,,False,,,,,,2026-04-11,2024-10-01,
934031954,CAR CONNECT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-04,,,,,,933883191,,,,,,,False,,,,,,2026-04-11,2024-07-01,
