organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato
933896439,HAROUN CARTRADING,47.810,Detaljhandel med motorvogner,,,,,ENK,Vanningsveien 12,1339,VØYENENGA,BÆRUM,3201,,,,,2024-08-08,,96630856,45655555,import.export@live.no,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
933898814,LMIA NORGE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vallehellene 16,1664,ROLVSØY,FREDRIKSTAD,3107,,,,2024-07-23,2024-10-02,,+46103300259,+46723125348,kontakt@smallcarparts.se,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933902080,BILN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kokstaddalen 6,5257,KOKSTAD,BERGEN,4601,,,,2024-07-10,2024-08-08,,,,,False,,1000002.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933903419,THØGERSEN BIL,47.810,Detaljhandel med motorvogner,,,,,ENK,Roald Amundsens vei 181,1658,TORP,FREDRIKSTAD,3107,,,,,2024-08-09,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
933904385,TRONDHEIM AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kvålsvegen 175,7228,KVÅL,MELHUS,5028,,,,2024-07-14,2024-08-09,,,979 02 996,olstadjonas95@gmail.com,False,,50000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933906213,EIKHAUGEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gråterudveien 39,3036,DRAMMEN,DRAMMEN,3301,3074,SANDE I VESTFOLD,,2024-08-01,2024-08-09,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933911705,RECAR AS,47.810,Detaljhandel med motorvogner,,,,,AS,Leif Larsens vei 9,1338,SANDVIKA,BÆRUM,3201,,,,2024-08-06,2024-08-12,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933916200,CARINN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hadelandsvegen 6,2816,GJØVIK,GJØVIK,3407,,,,2024-07-29,2024-08-13,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933923975,KA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Industriveien 31,1337,SANDVIKA,BÆRUM,3201,,,,2024-08-07,2024-08-15,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933924459,FLATÅSEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Saupstadringen 10A,7078,SAUPSTAD,TRONDHEIM,5001,,,,2024-07-28,2024-08-15,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933930661,BONTA BILHANDEL,47.810,Detaljhandel med motorvogner,,,,,ENK,Smedstadgrenda 31,2022,GJERDRUM,GJERDRUM,3230,,,,,2024-08-16,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
933946282,DRAMMEN BILCO AS,47.810,Detaljhandel med motorvogner,,,,,AS,C O Lunds gate 26,3043,DRAMMEN,DRAMMEN,3301,,,,2024-08-13,2024-08-20,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
933946401,RONJA JONLI,47.810,Detaljhandel med motorvogner,,,,,ENK,Trondheimsveien 4254,7391,RENNEBU,RENNEBU,5022,,,,,2024-08-20,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
933959198,PIS ALLER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kolsbergveien 12D,4616,KRISTIANSAND S,KRISTIANSAND,4204,,,,2024-08-08,2024-08-22,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
933964949,OLE RAGNAR EKREN,47.810,Detaljhandel med motorvogner,,,,,ENK,c/o Anne Jorunn Bugge; Kaptein Drejers gate 28,6600,SUNNDALSØRA,SUNNDAL,1563,,,,,2024-08-23,,,,,False,,,,,2024,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
933966437,KUMANAN AUTOIMPORT,47.810,Detaljhandel med motorvogner,,,,,ENK,Hagelundveien 12,0963,OSLO,OSLO,0301,,,,,2024-08-23,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
933972534,EBB HOLD AS,47.810,Detaljhandel med motorvogner,,,,,AS,Dyre Halses gate 2,7042,TRONDHEIM,TRONDHEIM,5001,,,,2024-07-18,2024-09-16,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
933973441,VB AUTO AS KONKURSBO,47.810,Detaljhandel med motorvogner,,,,,KBO,Fartvegen 8,2324,VANG PÅ HEDMARKEN,HAMAR,3403,2602,LILLEHAMMER,,2024-08-26,2024-08-26,,,,,False,,,,,,,,True,False,False,False,False,,2026-04-11
933973670,MO AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Haavard Martinsens vei 9,0978,OSLO,OSLO,0301,1473,LØRENSKOG,,2024-08-11,2024-08-26,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
933982661,SUNDE BF,47.810,Detaljhandel med motorvogner,,,,,ENK,Fasanvegen 16,6416,MOLDE,MOLDE,1506,,,,,2024-08-28,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934001311,CLEAN FUEL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vestbygdvegen 212,2743,HARESTUA,LUNNER,3234,,,,2024-08-06,2024-08-30,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934005074,GLOMMA AUTO AL-DALWI,47.810,Detaljhandel med motorvogner,,,,,ENK,Norsrasta 5,2211,KONGSVINGER,KONGSVINGER,3401,,,,,2024-09-11,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934005899,BILARENA AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ekebergveien 243,1166,OSLO,OSLO,0301,1166,OSLO,,2024-08-22,2024-09-02,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934005953,RN NORDIC AB NUF,46.710,Engroshandel med motorvogner,,,,,NUF,Brynsveien 16,0667,OSLO,OSLO,0301,,,13,,2024-09-16,,,,,False,,,,,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934008855,AUTONOVA AS KONKURSBO,47.810,Detaljhandel med motorvogner,,,,,KBO,Lerkevegen 58,2209,KONGSVINGER,KONGSVINGER,3401,2301,HAMAR,,2024-09-02,2024-09-02,,,,,False,,,,,,,,True,False,False,False,False,,2026-04-11
934010086,AASEN BILFORMIDLING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Tyrimyrveien 11,3515,HØNEFOSS,RINGERIKE,3305,,,,2024-08-13,2024-09-02,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,True,False,1,2026-04-11
934013972,PERIAN C-T BIL,47.810,Detaljhandel med motorvogner,,,,,ENK,Trømyra 26,6035,FISKARSTRAND,SULA,1531,,,,,2024-09-03,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934015932,SPORTTEC AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kollen Næringspark; Gamle Hobølvei 11,1550,HØLEN,VESTBY,3216,,,,2024-08-07,2024-09-03,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934016521,STRANDBYGDA VINTAGE GARAGE BY LANGHOLEN,47.810,Detaljhandel med motorvogner,,,,,ENK,Strandbygdvegen 623,2411,ELVERUM,ELVERUM,3420,,,,,2024-09-03,www.instagram.com/strandbygda_vintage_garage?igsh=aDR6ZXhrdHM0bzcw&utm_source=qr,,+4792886796,langholen1990@gmail.com,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,1,2026-04-11
934020359,BT-BIL TRAJKOVIC,47.810,Detaljhandel med motorvogner,,,,,ENK,Karushøgda 61,1481,HAGAN,NITTEDAL,3232,,,,,2024-09-03,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934023587,AUTO LX AS,47.810,Detaljhandel med motorvogner,,,,,AS,Dalaneveien 23,3772,KRAGERØ,KRAGERØ,4014,,,,2024-08-12,2024-09-05,,,,,True,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934026136,GAYRKHANOV,47.810,Detaljhandel med motorvogner,,,,,ENK,Lofsrudhøgda 45B,1281,OSLO,OSLO,0301,,,,,2024-09-04,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934026950,TØNSBERG BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Åsgårdstrandsveien 151,3153,TOLVSRØD,TØNSBERG,3905,,,,2024-08-06,2024-09-04,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934037065,EUROBIL CREISIN,47.810,Detaljhandel med motorvogner,,,,,ENK,Hadelandsvegen 1408,2742,GRUA,LUNNER,3234,,,,,2024-11-29,,,+491762364279,alexandrureisin@gmail.com,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934037456,BILTREFF AS,47.810,Detaljhandel med motorvogner,,,,,AS,Haugarveien 8,3242,SANDEFJORD,SANDEFJORD,3907,,,,2024-07-29,2024-09-05,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934042514,BRUKTBIL 24-7 AS,47.810,Detaljhandel med motorvogner,,,,,AS,Klyvevegen 9,3740,SKIEN,SKIEN,4003,,,,2024-06-11,2024-09-05,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934053257,YDSE AUTO AS KONKURSBO,47.810,Detaljhandel med motorvogner,,,,,KBO,Barstølveien 22F,4636,KRISTIANSAND S,KRISTIANSAND,4204,4604,KRISTIANSAND S,,2024-09-06,2024-09-06,,,,,False,,,,,,,,False,False,False,False,False,,2026-04-11
934057031,NTM Trailer & Tipp A/S,46.710,Engroshandel med motorvogner,,,,,AS,Olav Ingstads vei 12,1351,RUD,BÆRUM,3201,,,8,1983-06-10,1995-02-19,,67 17 19 30,,,False,,500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934058674,INMOTION AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gardermovegen 164,2060,GARDERMOEN,ULLENSAKER,3209,,,,2024-08-26,2024-09-09,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,True,False,False,1,2026-04-11
934061314,RASCH BIL OG UTLEIE,47.810,Detaljhandel med motorvogner,,,,,ENK,Ørvella vest 251,3677,NOTODDEN,NOTODDEN,4005,,,,,2024-09-09,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934064755,BAMO ALI AUTO,47.810,Detaljhandel med motorvogner,,,,,ENK,Olaf Ryes plass 7,0552,OSLO,OSLO,0301,,,,,2024-09-10,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
934079604,AUTOSENTER1 AS,47.810,Detaljhandel med motorvogner,,,,,AS,Myrveien 4,1434,ÅS,ÅS,3218,,,,2024-09-05,2024-09-11,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934079752,AZINOUN,47.810,Detaljhandel med motorvogner,,,,,ENK,Preståsvegen 9,2030,NANNESTAD,NANNESTAD,3238,,,,,2024-09-11,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934081226,ARENA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Haakon VII's gate 12,7041,TRONDHEIM,TRONDHEIM,5001,,,,2024-08-22,2024-09-19,,,,,False,,430000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934086309,TANKSENTERET AS,47.810,Detaljhandel med motorvogner,,,,,AS,Arabergvegen 1,4055,SOLA,SOLA,1124,,,,2024-08-19,2024-09-12,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934088557,AUTO DUO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Firdavegen 2,6800,FØRDE,SUNNFJORD,4647,6800,FØRDE,,2024-09-04,2024-09-12,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934088824,HUB AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Lønningsvegen 2,5258,BLOMSTERDALEN,BERGEN,4601,,,6,2024-09-04,2024-09-12,,,,,False,,100000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934091213,REMMAN MOBILITY NORWAY AS,47.810,Detaljhandel med motorvogner,,,,,AS,Dronning Eufemias gate 16,0191,OSLO,OSLO,0301,0609,OSLO,6,2024-09-04,2024-09-16,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934093585,SOL AUTO ALOSMAN,47.810,Detaljhandel med motorvogner,,,,,ENK,Klostergata 7B,1532,MOSS,MOSS,3103,,,,,2024-09-13,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934094905,NORDIC AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Turveien 18,3303,HOKKSUND,ØVRE EIKER,3314,,,,2024-08-31,2024-09-13,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934098242,IBILN AVD BODØ AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stormyrveien 10,8008,BODØ,BODØ,1804,,,,2024-09-02,2024-09-24,,,,,False,,400000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934101278,SL BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Børrudvegen 139,2230,SKOTTERUD,EIDSKOG,3416,,,,2024-09-10,2024-09-16,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934101480,HOLLA AUTOSENTER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Sorgenfriveien 16,7031,TRONDHEIM,TRONDHEIM,5001,7713,STEINKJER,,2024-08-19,2024-09-16,Www.holla-autosenter.no,,,post@holla-autosenter.no,False,,42500.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934101537,E H AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vigelandsveien 5,4520,LINDESNES,LINDESNES,4205,,,,2024-09-11,2024-09-16,,,917 53 158,enis200312@icloud.com,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934103726,JON-FREDRICH HETLAND-LYSNE,47.810,Detaljhandel med motorvogner,,,,,ENK,Revestien 17,1823,KNAPSTAD,INDRE ØSTFOLD,3118,,,,,2024-09-16,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
934104358,AS BILCO,47.810,Detaljhandel med motorvogner,,,,,AS,Kirkegata 1,9008,TROMSØ,TROMSØ,5501,,,,1985-12-30,1995-02-19,,77 66 39 00,,,True,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,,2026-04-11
934118510,BIURO STANKUS,47.810,Detaljhandel med motorvogner,,,,,ENK,Trommestadveien 19,4816,KOLBJØRNSVIK,ARENDAL,4203,,,,,2024-09-18,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934125967,TOP CARS RS KHATTAR,47.810,Detaljhandel med motorvogner,,,,,ENK,Bruksenhetsnummer H0201; Frænavegen 77,6415,MOLDE,MOLDE,1506,,,,,2024-09-19,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934137167,FLEKSI BILHANDEL HOSSEINI,47.810,Detaljhandel med motorvogner,,,,,ENK,Gamle Riksvei 279,3055,KROKSTADELVA,DRAMMEN,3301,3055,KROKSTADELVA,,,2024-09-20,,,,,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,,2026-04-11
934138015,PERABUSS AS,47.810,Detaljhandel med motorvogner,,,,,AS,Svartamyrveien 11,4374,EGERSUND,EIGERSUND,1101,,,,2024-09-08,2024-09-20,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934139666,VARME OG SIKKERHET AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bekkefaret 1,1553,SON,VESTBY,3216,,,,2024-09-12,2024-09-23,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934144236,AHHTE INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,Moøyane 2,6819,FØRDE,SUNNFJORD,4647,,,,2024-09-10,2024-09-23,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934144880,BILOPPRETTINGSERVICE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vestre Solørveg 1485,2260,KIRKENÆR,GRUE,3417,,,,2024-09-04,2024-09-23,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934145674,KOPRA AS,47.810,Detaljhandel med motorvogner,,,,,AS,Eventyrveien 4,1605,FREDRIKSTAD,FREDRIKSTAD,3107,,,,2024-09-19,2024-09-23,,,411 90 235,,False,,60000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934154150,BILHOLDING II AS,47.810,Detaljhandel med motorvogner,,,,,AS,Diktervegen 8,5538,HAUGESUND,HAUGESUND,1106,5504,HAUGESUND,,2024-07-04,2024-09-24,,,,,False,,488700.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934157834,CAR DEALZ AL KALLAB,47.810,Detaljhandel med motorvogner,,,,,ENK,Korsrudvegen 91,2625,FÅBERG,LILLEHAMMER,3405,,,,,2024-09-24,,,,,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,1,2026-04-11
934169174,KRISTOFFER DALE ENK,47.810,Detaljhandel med motorvogner,,,,,ENK,Gullaugkleiva 39,3427,GULLAUG,LIER,3312,3427,GULLAUG,,,2024-09-26,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934178114,NORDLYSET HOLDNING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Andebuveien 67,3170,SEM,TØNSBERG,3905,,,,2024-08-31,2024-09-30,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934179781,HILMA MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,AS,Snarefjellet 84,1481,HAGAN,NITTEDAL,3232,,,,2024-09-21,2024-09-30,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934185412,GRANLUND AMS,47.810,Detaljhandel med motorvogner,,,,,ENK,Bjarne Haugens gate 30,1475,FINSTADJORDET,LØRENSKOG,3222,,,,,2024-09-30,,,,,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,1,2026-04-11
934191048,JIMS ARONSEN BIL OG LASTEBIL SALG.,46.710,Engroshandel med motorvogner,,,,,ENK,Seljeveien 18B,1890,RAKKESTAD,RAKKESTAD,3120,1890,RAKKESTAD,,,2024-10-01,,,458 37 926,jimbjerkan6@gmail.com,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934195566,K- ASSISTENTEN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gamle Riksvei 94,3057,SOLBERGELVA,DRAMMEN,3301,3057,SOLBERGELVA,,2024-09-02,2024-10-02,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934196929,KIM'EN HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ørnefjellet 86,5174,MATHOPEN,BERGEN,4601,,,,2024-09-21,2024-10-02,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934197593,GARDERMOEN AUTOPARTNER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vognvegen 31A,2072,DAL,EIDSVOLL,3240,,,,2024-08-31,2024-10-09,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934206258,CORNEA FORMIDLING,47.810,Detaljhandel med motorvogner,,,,,ENK,Sigvat Skalds vei 9,1532,MOSS,MOSS,3103,,,,,2024-10-03,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934207181,KRONHEIM AUTO,47.810,Detaljhandel med motorvogner,,,,,ENK,Presteveien 105,4821,RYKENE,ARENDAL,4203,,,,,2024-10-03,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,,2026-04-11
934217640,ANDREASSEN INVEST,47.810,Detaljhandel med motorvogner,,,,,ENK,Fløttkjærran 4,8100,MISVÆR,BODØ,1804,,,,,2024-10-05,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934222024,B-AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Jarlsøveien 51,3124,TØNSBERG,TØNSBERG,3905,,,,2024-09-25,2024-10-07,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934223837,SVOPP AS,47.810,Detaljhandel med motorvogner,,,,,AS,Øvre Rælingsveg 85,2005,RÆLINGEN,RÆLINGEN,3224,,,,2024-09-04,2024-10-07,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934228057,ELUWA KANAI,47.810,Detaljhandel med motorvogner,,,,,ENK,Wingejordet 11,3070,SANDE I VESTFOLD,HOLMESTRAND,3903,,,,,2024-10-07,,,+4746833872,ichie430@yahoo.com,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934228685,MAKKONEN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Skredderveien 77,1537,MOSS,MOSS,3103,,,,2024-09-10,2024-10-07,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
934239121,VIKENBILSENTRAL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kongeveien 131B,1407,VINTERBRO,ÅS,3218,,,,2024-09-13,2024-10-09,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934240901,AUTOTORGET PANGILINAN GRUPPEN,46.710,Engroshandel med motorvogner,,,,,ENK,Skjærvaveien 6B,1466,STRØMMEN,LILLESTRØM,3205,3916,PORSGRUNN,,,2024-10-09,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934243838,IAUTO AS KONKURSBO,47.810,Detaljhandel med motorvogner,,,,,KBO,Heimlyveien 2,1920,SØRUMSAND,LILLESTRØM,3205,2013,SKJETTEN,,2024-10-09,2024-10-09,,,,,False,,,,,,,,True,False,False,False,False,,2026-04-11
934259777,BYTYCI BIL,47.810,Detaljhandel med motorvogner,,,,,ENK,Tyrihansveien 2,4638,KRISTIANSAND S,KRISTIANSAND,4204,,,,,2024-10-12,,,456 62 962,liridon_bytyci@icloud.com,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934262638,WIIK AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stensrudvegen 21,2335,STANGE,STANGE,3413,,,,2024-09-24,2024-10-12,,,,,False,,70200.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934264258,O. A. RØED - SALG & KONSULENTTJENESTER AS,46.710,Engroshandel med motorvogner,,,,,AS,Hårstadryggen 27B,7092,TILLER,TRONDHEIM,5001,,,,2024-09-01,2024-10-12,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934266439,BIL ABC AS,47.810,Detaljhandel med motorvogner,,,,,AS,Åsaveien 738,3512,HØNEFOSS,RINGERIKE,3305,,,7,2024-09-18,2024-10-14,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
934266889,DEINBOLLS SERVICE,47.810,Detaljhandel med motorvogner,,,,,ENK,Tivoliveien 8,4812,KONGSHAVN,ARENDAL,4203,,,,,2024-10-14,,,466 44 604,deinboll@hotmail.com,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
934269950,AMIR HABIB AUTO,47.810,Detaljhandel med motorvogner,,,,,ENK,Tangen 17,4608,KRISTIANSAND S,KRISTIANSAND,4204,,,,,2024-10-14,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
934275012,SOL AUTOSENTER JOHNASON,47.810,Detaljhandel med motorvogner,,,,,ENK,Kalbakkstubben 9,0951,OSLO,OSLO,0301,,,,,2024-10-15,,,968 52 073,elina.johnason@gmail.com,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
